id_cpu,name,score
1714,"Intel Core i7-4960HQ @ 2.60GHz
",6234
1715,"Intel Core i7-4960X @ 3.60GHz
",9144
1716,"Intel Core i7-4980HQ @ 2.80GHz
",6989
1717,"Intel Core i7-5500U @ 2.40GHz
",2739
1718,"Intel Core i7-5550U @ 2.00GHz
",2886
1719,"Intel Core i7-5557U @ 3.10GHz
",3485
1720,"Intel Core i7-5600U @ 2.60GHz
",3102
1721,"Intel Core i7-5650U @ 2.20GHz
",3087
1722,"Intel Core i7-5675C @ 3.10GHz
",5806
1723,"Intel Core i7-5700EQ @ 2.60GHz
",5632
1724,"Intel Core i7-5700HQ @ 2.70GHz
",5627
1725,"Intel Core i7-5775C @ 3.30GHz
",7714
1726,"Intel Core i7-5775R @ 3.30GHz
",7457
1727,"Intel Core i7-5820K @ 3.30GHz
",9712
1728,"Intel Core i7-5850EQ @ 2.70GHz
",6710
1729,"Intel Core i7-5850HQ @ 2.70GHz
",6548
1730,"Intel Core i7-5930K @ 3.50GHz
",10486
1731,"Intel Core i7-5950HQ @ 2.90GHz
",7370
1732,"Intel Core i7-5960X @ 3.00GHz
",12375
1733,"Intel Core i7-610E @ 2.53GHz
",1695
1734,"Intel Core i7-620LM @ 2.00GHz
",1280
1735,"Intel Core i7-620M @ 2.67GHz
",1937
1736,"Intel Core i7-620UM @ 1.07GHz
",899
1737,"Intel Core i7-640LM @ 2.13GHz
",1533
1738,"Intel Core i7-640M @ 2.80GHz
",2054
1739,"Intel Core i7-640UM @ 1.20GHz
",900
1740,"Intel Core i7-6498DU @ 2.50GHz
",3470
1741,"Intel Core i7-6500U @ 2.50GHz
",3345
1742,"Intel Core i7-6560U @ 2.20GHz
",3549
1743,"Intel Core i7-6567U @ 3.30GHz
",4193
1744,"Intel Core i7-6600U @ 2.60GHz
",3651
1745,"Intel Core i7-660UM @ 1.33GHz
",1017
1746,"Intel Core i7-6650U @ 2.20GHz
",3818
1747,"Intel Core i7-6700 @ 3.40GHz
",8122
1748,"Intel Core i7-6700HQ @ 2.60GHz
",6509
1749,"Intel Core i7-6700K @ 4.00GHz
",9085
1750,"Intel Core i7-6700T @ 2.80GHz
",7456
1751,"Intel Core i7-6700TE @ 2.40GHz
",6679
1752,"Intel Core i7-6770HQ @ 2.60GHz
",7217
1753,"Intel Core i7-6800K @ 3.40GHz
",10759
1754,"Intel Core i7-680UM @ 1.47GHz
",975
1755,"Intel Core i7-6820EQ @ 2.80GHz
",6827
1756,"Intel Core i7-6820HK @ 2.70GHz
",7083
1757,"Intel Core i7-6820HQ @ 2.70GHz
",6922
1758,"Intel Core i7-6822EQ @ 2.00GHz
",5303
1759,"Intel Core i7-6850K @ 3.60GHz
",11582
1760,"Intel Core i7-6900K @ 3.20GHz
",14635
1761,"Intel Core i7-6920HQ @ 2.90GHz
",7742
1762,"Intel Core i7-6950X @ 3.00GHz
",17446
1763,"Intel Core i7-720QM @ 1.60GHz
",1717
1764,"Intel Core i7-740QM @ 1.73GHz
",1756
1765,"Intel Core i7-7500U @ 2.70GHz
",3595
1766,"Intel Core i7-7560U @ 2.40GHz
",4146
1767,"Intel Core i7-7567U @ 3.50GHz
",3943
1768,"Intel Core i7-7600U @ 2.80GHz
",3757
1769,"Intel Core i7-7660U @ 2.50GHz
",4440
1770,"Intel Core i7-7700 @ 3.60GHz
",8684
1771,"Intel Core i7-7700HQ @ 2.80GHz
",6885
1772,"Intel Core i7-7700K @ 4.20GHz
",9788
1773,"Intel Core i7-7700T @ 2.90GHz
",8029
1774,"Intel Core i7-7740X @ 4.30GHz
",9585
1775,"Intel Core i7-7800X @ 3.50GHz
",12912
1776,"Intel Core i7-7820EQ @ 3.00GHz
",7087
1777,"Intel Core i7-7820HK @ 2.90GHz
",7912
1778,"Intel Core i7-7820HQ @ 2.90GHz
",7589
1779,"Intel Core i7-7820X @ 3.60GHz
",17841
1780,"Intel Core i7-7900X @ 3.30GHz
",20290
1781,"Intel Core i7-7920HQ @ 3.10GHz
",7772
1782,"Intel Core i7-7Y75 @ 1.30GHz
",2647
1783,"Intel Core i7-8086K @ 4.00GHz
",14805
1784,"Intel Core i7-820QM @ 1.73GHz
",1902
1785,"Intel Core i7-840QM @ 1.87GHz
",2079
1786,"Intel Core i7-8500Y @ 1.50GHz
",2841
1787,"Intel Core i7-8550U @ 1.80GHz
",5974
1788,"Intel Core i7-8557U @ 1.70GHz
",7944
1789,"Intel Core i7-8559U @ 2.70GHz
",9140
1790,"Intel Core i7-8565U @ 1.80GHz
",6664
1791,"Intel Core i7-860 @ 2.80GHz
",2937
1792,"Intel Core i7-860S @ 2.53GHz
",2832
1793,"Intel Core i7-8650U @ 1.90GHz
",6693
1794,"Intel Core i7-8665U @ 1.90GHz
",6909
1795,"Intel Core i7-8665UE @ 1.70GHz
",6774
1796,"Intel Core i7-870 @ 2.93GHz
",3049
1797,"Intel Core i7-8700 @ 3.20GHz
",13381
1798,"Intel Core i7-8700B @ 3.20GHz
",12104
1799,"Intel Core i7-8700K @ 3.70GHz
",13945
1800,"Intel Core i7-8700T @ 2.40GHz
",10540
1801,"Intel Core i7-8705G @ 3.10GHz
",6542
1802,"Intel Core i7-8706G @ 3.10GHz
",8168
1803,"Intel Core i7-8709G @ 3.10GHz
",7794
1804,"Intel Core i7-870S @ 2.67GHz
",2895
1805,"Intel Core i7-8750H @ 2.20GHz
",10275
1806,"Intel Core i7-875K @ 2.93GHz
",2891
1807,"Intel Core i7-880 @ 3.07GHz
",3358
1808,"Intel Core i7-8809G @ 3.10GHz
",8904
1809,"Intel Core i7-8850H @ 2.60GHz
",10562
1810,"Intel Core i7-920 @ 2.67GHz
",2691
1811,"Intel Core i7-920XM @ 2.00GHz
",2231
1812,"Intel Core i7-930 @ 2.80GHz
",2971
1813,"Intel Core i7-940 @ 2.93GHz
",2988
1814,"Intel Core i7-940XM @ 2.13GHz
",2242
1815,"Intel Core i7-950 @ 3.07GHz
",3013
1816,"Intel Core i7-960 @ 3.20GHz
",3166
1817,"Intel Core i7-965 @ 3.20GHz
",3249
1818,"Intel Core i7-970 @ 3.20GHz
",6619
1819,"Intel Core i7-9700 @ 3.00GHz
",13987
1820,"Intel Core i7-9700F @ 3.00GHz
",14250
1821,"Intel Core i7-9700K @ 3.60GHz
",14733
1822,"Intel Core i7-9700KF @ 3.60GHz
",14571
1823,"Intel Core i7-9700T @ 2.00GHz
",11352
1824,"Intel Core i7-9700TE @ 1.80GHz
",11163
1825,"Intel Core i7-975 @ 3.33GHz
",3562
1826,"Intel Core i7-9750H @ 2.60GHz
",11544
1827,"Intel Core i7-9750HF @ 2.60GHz
",12693
1828,"Intel Core i7-980 @ 3.33GHz
",6894
1829,"Intel Core i7-9800X @ 3.80GHz
",18166
1830,"Intel Core i7-980X @ 3.33GHz
",6273
1831,"Intel Core i7-985 @ 3.47GHz
",3949
1832,"Intel Core i7-9850H @ 2.60GHz
",11395
1833,"Intel Core i7-9850HL @ 1.90GHz
",9197
1834,"Intel Core i7-990X @ 3.47GHz
",7089
1835,"Intel Core i7-995X @ 3.60GHz
",7148
1836,"Intel Core i9-10900X @ 3.70GHz
",23404
1837,"Intel Core i9-10920X @ 3.50GHz
",26832
1838,"Intel Core i9-10940X @ 3.30GHz
",31511
1839,"Intel Core i9-10980HK @ 2.40GHz
",17530
1840,"Intel Core i9-10980XE @ 3.00GHz
",34857
1841,"Intel Core i9-7900X @ 3.30GHz
",21731
1842,"Intel Core i9-7920X @ 2.90GHz
",23926
1843,"Intel Core i9-7940X @ 3.10GHz
",27010
1844,"Intel Core i9-7960X @ 2.80GHz
",26976
1845,"Intel Core i9-7980XE @ 2.60GHz
",29668
1846,"Intel Core i9-8950HK @ 2.90GHz
",11410
1847,"Intel Core i9-9820X @ 3.30GHz
",21219
1848,"Intel Core i9-9880H @ 2.30GHz
",14029
1849,"Intel Core i9-9900 @ 3.10GHz
",17202
1850,"Intel Core i9-9900K @ 3.60GHz
",18954
1851,"Intel Core i9-9900KF @ 3.60GHz
",18676
1852,"Intel Core i9-9900KS @ 4.00GHz
",20012
1853,"Intel Core i9-9900T @ 2.10GHz
",13812
1854,"Intel Core i9-9900X @ 3.50GHz
",21780
1855,"Intel Core i9-9920X @ 3.50GHz
",25354
1856,"Intel Core i9-9940X @ 3.30GHz
",28437
1857,"Intel Core i9-9960X @ 3.10GHz
",28259
1858,"Intel Core i9-9980HK @ 2.40GHz
",15904
1859,"Intel Core i9-9980XE @ 3.00GHz
",33286
1860,"Intel Core M-5Y10 @ 0.80GHz
",1708
1861,"Intel Core M-5Y10a @ 0.80GHz
",1891
1862,"Intel Core M-5Y10c @ 0.80GHz
",1842
1863,"Intel Core M-5Y31 @ 0.90GHz
",2027
1864,"Intel Core M-5Y51 @ 1.10GHz
",1554
1865,"Intel Core M-5Y70 @ 1.10GHz
",1692
1866,"Intel Core M-5Y71 @ 1.20GHz
",2058
1867,"Intel Core m3-6Y30 @ 0.90GHz
",1853
1868,"Intel Core m3-7Y30 @ 1.00GHz
",2753
1869,"Intel Core m3-7Y32 @ 1.10GHz
",2728
1870,"Intel Core m3-8100Y @ 1.10GHz
",2900
1871,"Intel Core m5-6Y54 @ 1.10GHz
",2554
1872,"Intel Core m5-6Y57 @ 1.10GHz
",2511
1873,"Intel Core m7-6Y75 @ 1.20GHz
",1866
1874,"Intel Core Solo T1300 @ 1.66GHz
",390
1875,"Intel Core Solo T1350 @ 1.86GHz
",361
1876,"Intel Core Solo T1400 @ 1.83GHz
",471
1877,"Intel Core Solo U1300 @ 1.06GHz
",262
1878,"Intel Core Solo U1400 @ 1.20GHz
",263
1879,"Intel Core Solo U1500 @ 1.33GHz
",331
1880,"Intel Core2 Duo E4300 @ 1.80GHz
",523
1881,"Intel Core2 Duo E4400 @ 2.00GHz
",602
1882,"Intel Core2 Duo E4500 @ 2.20GHz
",748
1883,"Intel Core2 Duo E4600 @ 2.40GHz
",668
1884,"Intel Core2 Duo E4700 @ 2.60GHz
",923
1885,"Intel Core2 Duo E6300 @ 1.86GHz
",505
1886,"Intel Core2 Duo E6320 @ 1.86GHz
",658
1887,"Intel Core2 Duo E6400 @ 2.13GHz
",723
1888,"Intel Core2 Duo E6420 @ 2.13GHz
",775
1889,"Intel Core2 Duo E6540 @ 2.33GHz
",858
1890,"Intel Core2 Duo E6550 @ 2.33GHz
",879
1891,"Intel Core2 Duo E6600 @ 2.40GHz
",899
1892,"Intel Core2 Duo E6700 @ 2.66GHz
",1064
1893,"Intel Core2 Duo E6750 @ 2.66GHz
",948
1894,"Intel Core2 Duo E6850 @ 3.00GHz
",1173
1895,"Intel Core2 Duo E7200 @ 2.53GHz
",913
1896,"Intel Core2 Duo E7300 @ 2.66GHz
",964
1897,"Intel Core2 Duo E7400 @ 2.80GHz
",911
1898,"Intel Core2 Duo E7500 @ 2.93GHz
",1103
1899,"Intel Core2 Duo E7600 @ 3.06GHz
",1198
1900,"Intel Core2 Duo E8135 @ 2.40GHz
",783
1901,"Intel Core2 Duo E8135 @ 2.66GHz
",1101
1902,"Intel Core2 Duo E8200 @ 2.66GHz
",985
1903,"Intel Core2 Duo E8235 @ 2.80GHz
",1130
1904,"Intel Core2 Duo E8290 @ 2.83GHz
",1342
1905,"Intel Core2 Duo E8300 @ 2.83GHz
",1168
1906,"Intel Core2 Duo E8335 @ 2.66GHz
",1118
1907,"Intel Core2 Duo E8335 @ 2.93GHz
",1231
1908,"Intel Core2 Duo E8400 @ 3.00GHz
",1167
1909,"Intel Core2 Duo E8435 @ 3.06GHz
",1186
1910,"Intel Core2 Duo E8500 @ 3.16GHz
",1235
1911,"Intel Core2 Duo E8600 @ 3.33GHz
",1411
1912,"Intel Core2 Duo L7100 @ 1.20GHz
",507
1913,"Intel Core2 Duo L7300 @ 1.40GHz
",512
1914,"Intel Core2 Duo L7400 @ 1.50GHz
",547
1915,"Intel Core2 Duo L7500 @ 1.60GHz
",610
1916,"Intel Core2 Duo L7700 @ 1.80GHz
",644
1917,"Intel Core2 Duo L7800 @ 2.00GHz
",721
1918,"Intel Core2 Duo L9300 @ 1.60GHz
",631
1919,"Intel Core2 Duo L9600 @ 2.13GHz
",887
1920,"Intel Core2 Duo P7350 @ 2.00GHz
",719
1921,"Intel Core2 Duo P7370 @ 2.00GHz
",720
1922,"Intel Core2 Duo P7450 @ 2.13GHz
",790
1923,"Intel Core2 Duo P7550 @ 2.26GHz
",950
1924,"Intel Core2 Duo P7570 @ 2.26GHz
",950
1925,"Intel Core2 Duo P8400 @ 2.26GHz
",797
1926,"Intel Core2 Duo P8600 @ 2.40GHz
",878
1927,"Intel Core2 Duo P8700 @ 2.53GHz
",989
1928,"Intel Core2 Duo P8800 @ 2.66GHz
",837
1929,"Intel Core2 Duo P9300 @ 2.26GHz
",890
1930,"Intel Core2 Duo P9500 @ 2.53GHz
",871
1931,"Intel Core2 Duo P9600 @ 2.53GHz
",997
1932,"Intel Core2 Duo P9600 @ 2.66GHz
",1094
1933,"Intel Core2 Duo P9700 @ 2.80GHz
",1173
1934,"Intel Core2 Duo SL9400 @ 1.86GHz
",664
1935,"Intel Core2 Duo SP9400 @ 2.40GHz
",1005
1936,"Intel Core2 Duo SU9400 @ 1.40GHz
",535
1937,"Intel Core2 Duo T5200 @ 1.60GHz
",486
1938,"Intel Core2 Duo T5250 @ 1.50GHz
",421
1939,"Intel Core2 Duo T5270 @ 1.40GHz
",381
1940,"Intel Core2 Duo T5300 @ 1.73GHz
",617
1941,"Intel Core2 Duo T5450 @ 1.66GHz
",461
1942,"Intel Core2 Duo T5470 @ 1.60GHz
",439
1943,"Intel Core2 Duo T5500 @ 1.66GHz
",526
1944,"Intel Core2 Duo T5550 @ 1.83GHz
",437
1945,"Intel Core2 Duo T5600 @ 1.83GHz
",598
1946,"Intel Core2 Duo T5670 @ 1.80GHz
",464
1947,"Intel Core2 Duo T5750 @ 2.00GHz
",669
1948,"Intel Core2 Duo T5800 @ 2.00GHz
",672
1949,"Intel Core2 Duo T5850 @ 2.16GHz
",575
1950,"Intel Core2 Duo T5870 @ 2.00GHz
",660
1951,"Intel Core2 Duo T5900 @ 2.20GHz
",504
1952,"Intel Core2 Duo T6400 @ 2.00GHz
",709
1953,"Intel Core2 Duo T6500 @ 2.10GHz
",654
1954,"Intel Core2 Duo T6570 @ 2.10GHz
",721
1955,"Intel Core2 Duo T6600 @ 2.20GHz
",644
1956,"Intel Core2 Duo T6670 @ 2.20GHz
",845
1957,"Intel Core2 Duo T7100 @ 1.80GHz
",604
1958,"Intel Core2 Duo T7200 @ 2.00GHz
",735
1959,"Intel Core2 Duo T7250 @ 2.00GHz
",644
1960,"Intel Core2 Duo T7300 @ 2.00GHz
",685
1961,"Intel Core2 Duo T7400 @ 2.16GHz
",726
1962,"Intel Core2 Duo T7500 @ 2.20GHz
",843
1963,"Intel Core2 Duo T7600 @ 2.33GHz
",884
1964,"Intel Core2 Duo T7700 @ 2.40GHz
",926
1965,"Intel Core2 Duo T7800 @ 2.60GHz
",966
1966,"Intel Core2 Duo T8100 @ 2.10GHz
",813
1967,"Intel Core2 Duo T8300 @ 2.40GHz
",665
1968,"Intel Core2 Duo T9300 @ 2.50GHz
",1000
1969,"Intel Core2 Duo T9400 @ 2.53GHz
",916
1970,"Intel Core2 Duo T9500 @ 2.60GHz
",1020
1971,"Intel Core2 Duo T9550 @ 2.66GHz
",999
1972,"Intel Core2 Duo T9600 @ 2.80GHz
",1056
1973,"Intel Core2 Duo T9800 @ 2.93GHz
",1138
1974,"Intel Core2 Duo T9900 @ 3.06GHz
",1162
1975,"Intel Core2 Duo U7300 @ 1.30GHz
",488
1976,"Intel Core2 Duo U7500 @ 1.06GHz
",319
1977,"Intel Core2 Duo U7600 @ 1.20GHz
",326
1978,"Intel Core2 Duo U7700 @ 1.33GHz
",301
1979,"Intel Core2 Duo U9300 @ 1.20GHz
",462
1980,"Intel Core2 Duo U9600 @ 1.60GHz
",660
1981,"Intel Core2 Extreme Q6800 @ 2.93GHz
",2348
1982,"Intel Core2 Extreme Q6850 @ 3.00GHz
",2101
1983,"Intel Core2 Extreme Q9200 @ 2.40GHz
",2061
1984,"Intel Core2 Extreme Q9300 @ 2.53GHz
",1917
1985,"Intel Core2 Extreme X6800 @ 2.93GHz
",1046
1986,"Intel Core2 Extreme X7800 @ 2.60GHz
",1105
1987,"Intel Core2 Extreme X7900 @ 2.80GHz
",1081
1988,"Intel Core2 Extreme X9000 @ 2.80GHz
",1266
1989,"Intel Core2 Extreme X9100 @ 3.06GHz
",1223
1990,"Intel Core2 Extreme X9650 @ 3.00GHz
",2525
1991,"Intel Core2 Extreme X9750 @ 3.16GHz
",2408
1992,"Intel Core2 Extreme X9770 @ 3.20GHz
",2470
1993,"Intel Core2 Extreme X9775 @ 3.20GHz
",2650
1994,"Intel Core2 Quad Q6600 @ 2.40GHz
",1763
1995,"Intel Core2 Quad Q6700 @ 2.66GHz
",2033
1996,"Intel Core2 Quad Q8200 @ 2.33GHz
",1727
1997,"Intel Core2 Quad Q8300 @ 2.50GHz
",1736
1998,"Intel Core2 Quad Q8400 @ 2.66GHz
",2091
1999,"Intel Core2 Quad Q9000 @ 2.00GHz
",1534
2000,"Intel Core2 Quad Q9100 @ 2.26GHz
",1971
2001,"Intel Core2 Quad Q9300 @ 2.50GHz
",1918
2002,"Intel Core2 Quad Q9400 @ 2.66GHz
",2020
2003,"Intel Core2 Quad Q9450 @ 2.66GHz
",1926
2004,"Intel Core2 Quad Q9500 @ 2.83GHz
",2196
2005,"Intel Core2 Quad Q9505 @ 2.83GHz
",1842
2006,"Intel Core2 Quad Q9550 @ 2.83GHz
",2228
2007,"Intel Core2 Quad Q9650 @ 3.00GHz
",2437
2008,"Intel Core2 Solo U2100 @ 1.06GHz
",359
2009,"Intel Core2 Solo U3500 @ 1.40GHz
",272
2010,"Intel Pentium 1403 @ 2.60GHz
",1920
2011,"Intel Pentium 1403 v2 @ 2.60GHz
",2093
2012,"Intel Pentium 2020M @ 2.40GHz
",1177
2013,"Intel Pentium 2030M @ 2.50GHz
",1502
2014,"Intel Pentium 2117U @ 1.80GHz
",962
2015,"Intel Pentium 2127U @ 1.90GHz
",1121
2016,"Intel Pentium 2129Y @ 1.10GHz
",632
2017,"Intel Pentium 3550M @ 2.30GHz
",1521
2018,"Intel Pentium 3556U @ 1.70GHz
",1058
2019,"Intel Pentium 3558U @ 1.70GHz
",1049
2020,"Intel Pentium 3560M @ 2.40GHz
",1635
2021,"Intel Pentium 3560Y @ 1.20GHz
",877
2022,"Intel Pentium 3805U @ 1.90GHz
",1047
2023,"Intel Pentium 3825U @ 1.90GHz
",1544
2024,"Intel Pentium 4 1.50GHz
",132
2025,"Intel Pentium 4 1.60GHz
",130
2026,"Intel Pentium 4 1.70GHz
",133
2027,"Intel Pentium 4 1.80GHz
",176
2028,"Intel Pentium 4 1.90GHz
",160
2029,"Intel Pentium 4 1300MHz
",119
2030,"Intel Pentium 4 1400MHz
",128
2031,"Intel Pentium 4 1500MHz
",125
2032,"Intel Pentium 4 1700MHz
",154
2033,"Intel Pentium 4 1800MHz
",175
2034,"Intel Pentium 4 2.00GHz
",205
2035,"Intel Pentium 4 2.20GHz
",242
2036,"Intel Pentium 4 2.26GHz
",232
2037,"Intel Pentium 4 2.40GHz
",202
2038,"Intel Pentium 4 2.50GHz
",246
2039,"Intel Pentium 4 2.53GHz
",250
2040,"Intel Pentium 4 2.60GHz
",291
2041,"Intel Pentium 4 2.66GHz
",242
2042,"Intel Pentium 4 2.80GHz
",255
2043,"Intel Pentium 4 2.93GHz
",231
2044,"Intel Pentium 4 3.00GHz
",271
2045,"Intel Pentium 4 3.06GHz
",289
2046,"Intel Pentium 4 3.20GHz
",232
2047,"Intel Pentium 4 3.40GHz
",308
2048,"Intel Pentium 4 3.46GHz
",455
2049,"Intel Pentium 4 3.60GHz
",335
2050,"Intel Pentium 4 3.73GHz
",402
2051,"Intel Pentium 4 3.80GHz
",433
2052,"Intel Pentium 4 3.83GHz
",162
2053,"Intel Pentium 4 Mobile 1.60GHz
",179
2054,"Intel Pentium 4 Mobile 1.80GHz
",176
2055,"Intel Pentium 4 Mobile 1.90GHz
",210
2056,"Intel Pentium 4 Mobile 2.00GHz
",203
2057,"Intel Pentium 4405U @ 2.10GHz
",1937
2058,"Intel Pentium 4405Y @ 1.50GHz
",1556
2059,"Intel Pentium 4410Y @ 1.50GHz
",1369
2060,"Intel Pentium 4415U @ 2.30GHz
",2088
2061,"Intel Pentium 4415Y @ 1.60GHz
",1617
2062,"Intel Pentium 4417U @ 2.30GHz
",2285
2063,"Intel Pentium 5405U @ 2.30GHz
",2357
2064,"Intel Pentium 957 @ 1.20GHz
",634
2065,"Intel Pentium 967 @ 1.30GHz
",595
2066,"Intel Pentium 987 @ 1.50GHz
",504
2067,"Intel Pentium 997 @ 1.60GHz
",804
2068,"Intel Pentium A1018 @ 2.10GHz
",1002
2069,"Intel Pentium A1020 @ 2.41GHz
",1315
2070,"Intel Pentium B940 @ 2.00GHz
",833
2071,"Intel Pentium B950 @ 2.10GHz
",901
2072,"Intel Pentium B960 @ 2.20GHz
",875
2073,"Intel Pentium B970 @ 2.30GHz
",1123
2074,"Intel Pentium B980 @ 2.40GHz
",994
2075,"Intel Pentium D 805 @ 2.66GHz
",447
2076,"Intel Pentium D 830 @ 3.00GHz
",472
2077,"Intel Pentium D 915 @ 2.80GHz
",513
2078,"Intel Pentium D 940 @ 3.20GHz
",525
2079,"Intel Pentium D 950 @ 3.40GHz
",780
2080,"Intel Pentium D 960 @ 3.60GHz
",737
2081,"Intel Pentium D1508 @ 2.20GHz
",3813
2082,"Intel Pentium E2140 @ 1.60GHz
",353
2083,"Intel Pentium E2160 @ 1.80GHz
",527
2084,"Intel Pentium E2180 @ 2.00GHz
",679
2085,"Intel Pentium E2200 @ 2.20GHz
",698
2086,"Intel Pentium E2210 @ 2.20GHz
",669
2087,"Intel Pentium E2220 @ 2.40GHz
",631
2088,"Intel Pentium E5200 @ 2.50GHz
",823
2089,"Intel Pentium E5300 @ 2.60GHz
",1050
2090,"Intel Pentium E5400 @ 2.70GHz
",1005
2091,"Intel Pentium E5500 @ 2.80GHz
",1013
2092,"Intel Pentium E5700 @ 3.00GHz
",1103
2093,"Intel Pentium E5800 @ 3.20GHz
",1203
2094,"Intel Pentium E6300 @ 2.80GHz
",906
2095,"Intel Pentium E6500 @ 2.93GHz
",1127
2096,"Intel Pentium E6600 @ 3.06GHz
",804
2097,"Intel Pentium E6700 @ 3.20GHz
",1108
2098,"Intel Pentium E6800 @ 3.33GHz
",1032
2099,"Intel Pentium Extreme Edition 955 @ 3.46GHz
",912
2100,"Intel Pentium Extreme Edition 965 @ 3.73GHz
",1155
2101,"Intel Pentium G2010 @ 2.80GHz
",1356
2102,"Intel Pentium G2020 @ 2.90GHz
",1609
2103,"Intel Pentium G2020T @ 2.50GHz
",1454
2104,"Intel Pentium G2030 @ 3.00GHz
",1681
2105,"Intel Pentium G2030T @ 2.60GHz
",1580
2106,"Intel Pentium G2100T @ 2.60GHz
",1676
2107,"Intel Pentium G2120 @ 3.10GHz
",1920
2108,"Intel Pentium G2120T @ 2.70GHz
",1613
2109,"Intel Pentium G2130 @ 3.20GHz
",1964
2110,"Intel Pentium G2140 @ 3.30GHz
",2072
2111,"Intel Pentium G3220 @ 3.00GHz
",1894
2112,"Intel Pentium G3220T @ 2.60GHz
",1674
2113,"Intel Pentium G3240 @ 3.10GHz
",1932
2114,"Intel Pentium G3240T @ 2.70GHz
",1808
2115,"Intel Pentium G3250 @ 3.20GHz
",2080
2116,"Intel Pentium G3250T @ 2.80GHz
",2001
2117,"Intel Pentium G3258 @ 3.20GHz
",2115
2118,"Intel Pentium G3260 @ 3.30GHz
",2146
2119,"Intel Pentium G3260T @ 2.90GHz
",2024
2120,"Intel Pentium G3320TE @ 2.30GHz
",1649
2121,"Intel Pentium G3420 @ 3.20GHz
",1986
2122,"Intel Pentium G3420T @ 2.70GHz
",2076
2123,"Intel Pentium G3430 @ 3.30GHz
",1813
2124,"Intel Pentium G3440 @ 3.30GHz
",2228
2125,"Intel Pentium G3440T @ 2.80GHz
",2140
2126,"Intel Pentium G3450 @ 3.40GHz
",2433
2127,"Intel Pentium G3450T @ 2.90GHz
",2048
2128,"Intel Pentium G3460 @ 3.50GHz
",2306
2129,"Intel Pentium G3470 @ 3.60GHz
",2547
2130,"Intel Pentium G4400 @ 3.30GHz
",2614
2131,"Intel Pentium G4400T @ 2.90GHz
",2453
2132,"Intel Pentium G4400TE @ 2.40GHz
",2217
2133,"Intel Pentium G4500 @ 3.50GHz
",2943
2134,"Intel Pentium G4500T @ 3.00GHz
",2592
2135,"Intel Pentium G4520 @ 3.60GHz
",3060
2136,"Intel Pentium G4560 @ 3.50GHz
",3596
2137,"Intel Pentium G4560T @ 2.90GHz
",2976
2138,"Intel Pentium G4600 @ 3.60GHz
",3767
2139,"Intel Pentium G4600T @ 3.00GHz
",3306
2140,"Intel Pentium G4620 @ 3.70GHz
",3926
2141,"Intel Pentium G620 @ 2.60GHz
",1295
2142,"Intel Pentium G620T @ 2.20GHz
",1104
2143,"Intel Pentium G630 @ 2.70GHz
",1393
2144,"Intel Pentium G630T @ 2.30GHz
",977
2145,"Intel Pentium G640 @ 2.80GHz
",1441
2146,"Intel Pentium G640T @ 2.40GHz
",1160
2147,"Intel Pentium G645 @ 2.90GHz
",1320
2148,"Intel Pentium G645T @ 2.50GHz
",1204
2149,"Intel Pentium G6950 @ 2.80GHz
",1111
2150,"Intel Pentium G6951 @ 2.80GHz
",1306
2151,"Intel Pentium G6960 @ 2.93GHz
",1206
2152,"Intel Pentium G840 @ 2.80GHz
",1433
2153,"Intel Pentium G850 @ 2.90GHz
",1545
2154,"Intel Pentium G860 @ 3.00GHz
",1527
2155,"Intel Pentium G870 @ 3.10GHz
",1565
2156,"Intel Pentium Gold G5400 @ 3.70GHz
",3717
2157,"Intel Pentium Gold G5400T @ 3.10GHz
",3738
2158,"Intel Pentium Gold G5420 @ 3.80GHz
",3908
2159,"Intel Pentium Gold G5420T @ 3.20GHz
",4181
2160,"Intel Pentium Gold G5500 @ 3.80GHz
",3490
2161,"Intel Pentium Gold G5500T @ 3.20GHz
",3224
2162,"Intel Pentium Gold G5600 @ 3.90GHz
",3752
2163,"Intel Pentium Gold G5600F @ 3.90GHz
",4255
2164,"Intel Pentium Gold G5620 @ 4.00GHz
",4195
2165,"Intel Pentium III 1400 @ 1400MHz
",297
2166,"Intel Pentium III 1400S @ 1400MHz
",299
2167,"Intel Pentium III Mobile 1066MHz
",246
2168,"Intel Pentium III Mobile 1133MHz
",252
2169,"Intel Pentium III Mobile 1200MHz
",240
2170,"Intel Pentium III Mobile 800MHz
",183
2171,"Intel Pentium III Mobile 866MHz
",152
2172,"Intel Pentium J2850 @ 2.41GHz
",1069
2173,"Intel Pentium J2900 @ 2.41GHz
",1243
2174,"Intel Pentium J3710 @ 1.60GHz
",1407
2175,"Intel Pentium J4205 @ 1.50GHz
",2326
2176,"Intel Pentium M 1.10GHz
",283
2177,"Intel Pentium M 1.20GHz
",307
2178,"Intel Pentium M 1.30GHz
",302
2179,"Intel Pentium M 1.40GHz
",346
2180,"Intel Pentium M 1.50GHz
",369
2181,"Intel Pentium M 1.60GHz
",353
2182,"Intel Pentium M 1.70GHz
",368
2183,"Intel Pentium M 1.73GHz
",396
2184,"Intel Pentium M 1.80GHz
",432
2185,"Intel Pentium M 1.86GHz
",437
2186,"Intel Pentium M 1000MHz
",239
2187,"Intel Pentium M 1200MHz
",238
2188,"Intel Pentium M 1300MHz
",304
2189,"Intel Pentium M 1400MHz
",320
2190,"Intel Pentium M 1500MHz
",289
2191,"Intel Pentium M 1600MHz
",296
